region,scene_id,date,method,quality_score,water_fraction_raw,water_fraction_temporal,raw_mask_path,temporal_mask_path,temporal_mask_shape,persistence_score,delta_score,severity_score,severity_bin
0001,S2_2018-12-23,2018-12-23,S2_NDWI_mNDWI,0.650421142578125,0.051357269287109375,0.037689208984375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2018-12-23.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2018-12-23.npy,"(512, 512)",0.04655287000868055,0.0,0.03425174289279514,0
0001,S2_2019-01-02,2019-01-02,S2_NDWI_mNDWI,1.0,0.030651092529296875,0.050418853759765625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-01-02.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-01-02.npy,"(512, 512)",0.04655287000868055,0.0038659837510850725,0.04246942732069227,0
0001,S2_2019-01-12,2019-01-12,S2_NDWI_mNDWI,1.0,0.057437896728515625,0.03481292724609375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-01-12.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-01-12.npy,"(512, 512)",0.04655287000868055,0.0,0.03252597384982639,0
0001,S2_2019-01-17,2019-01-17,S2_NDWI_mNDWI,1.0,0.03285980224609375,0.05503082275390625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-01-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-01-17.npy,"(512, 512)",0.04655287000868055,0.008477952745225698,0.045928404066297744,0
0001,S2_2019-01-22,2019-01-22,S2_NDWI_mNDWI,1.0,0.056476593017578125,0.056232452392578125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-01-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-01-22.npy,"(512, 512)",0.04655287000868055,0.009679582383897573,0.04682962629530165,0
0001,S2_2019-01-27,2019-01-27,S2_NDWI_mNDWI,1.0,0.061847686767578125,0.0562744140625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-01-27.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-01-27.npy,"(512, 512)",0.04655287000868055,0.009721544053819448,0.04686109754774305,0
0001,S2_2019-02-01,2019-02-01,S2_NDWI_mNDWI,1.0,0.0337982177734375,0.057170867919921875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-02-01.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-02-01.npy,"(512, 512)",0.04655287000868055,0.010617997911241323,0.047533437940809456,0
0001,S2_2019-02-06,2019-02-06,S2_NDWI_mNDWI,1.0,0.057155609130859375,0.03371429443359375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-02-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-02-06.npy,"(512, 512)",0.04655287000868055,0.0,0.03186679416232639,0
0004,S2_2018-12-15,2018-12-15,S1_ADAPTIVE,,0.9272617538777235,0.00016295491580662683,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-15.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-15.npy,"(526, 630)",0.5152651202714574,0.0,0.12891405301734835,1
0004,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,1.0,0.0001678466796875,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-17.npy,"(526, 630)",0.5152651202714574,0.41199663360626604,0.7469728274354384,3
0004,S2_2018-12-20,2018-12-20,S1_ADAPTIVE,,0.9272617538777235,0.0002474500573359889,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-20.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-20.npy,"(526, 630)",0.5152651202714574,0.0,0.12896475010226596,1
0004,S2_2018-12-22,2018-12-22,S2_NDWI_mNDWI,1.0,0.000255584716796875,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-22.npy,"(526, 630)",0.5152651202714574,0.41199663360626604,0.7469728274354384,3
0004,S2_2018-12-30,2018-12-30,S1_ADAPTIVE,,0.9272617538777235,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-30.npy,"(526, 630)",0.5152651202714574,0.41199663360626604,0.7469728274354384,3
0004,S2_2019-01-04,2019-01-04,S1_ADAPTIVE,,0.9272617538777235,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-04.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-04.npy,"(526, 630)",0.5152651202714574,0.41199663360626604,0.7469728274354384,3
0004,S2_2019-01-06,2019-01-06,S2_NDWI_mNDWI,1.0,0.000217437744140625,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-06.npy,"(526, 630)",0.5152651202714574,0.41199663360626604,0.7469728274354384,3
0004,S2_2019-01-14,2019-01-14,S1_ADAPTIVE,,0.9272617538777235,0.0003772104532560806,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-14.npy,"(526, 630)",0.5152651202714574,0.0,0.129042606339818,1
0004,S2_2019-01-16,2019-01-16,S2_NDWI_mNDWI,1.0,0.000354766845703125,0.00028969762810066995,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-16.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-16.npy,"(526, 630)",0.5152651202714574,0.0,0.12899009864472477,1
0005,S2_2018-12-15,2018-12-15,S1_ADAPTIVE,,0.9433691756272401,0.002620402999909641,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-15.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-15.npy,"(527, 630)",0.5252730004785665,0.0,0.1328904919195874,1
0005,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,1.0,0.002685546875,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-17.npy,"(527, 630)",0.5252730004785665,0.4180961751486736,0.7600541817682867,3
0005,S2_2018-12-20,2018-12-20,S1_ADAPTIVE,,0.9433691756272401,0.0027408812987560617,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-20.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-20.npy,"(527, 630)",0.5252730004785665,0.0,0.13296277889889527,1
0005,S2_2018-12-22,2018-12-22,S2_NDWI_mNDWI,1.0,0.00243377685546875,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-22.npy,"(527, 630)",0.5252730004785665,0.4180961751486736,0.7600541817682867,3
0005,S2_2018-12-30,2018-12-30,S1_ADAPTIVE,,0.9433691756272401,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-30.npy,"(527, 630)",0.5252730004785665,0.4180961751486736,0.7600541817682867,3
0005,S2_2019-01-04,2019-01-04,S1_ADAPTIVE,,0.9433691756272401,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-04.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-04.npy,"(527, 630)",0.5252730004785665,0.4180961751486736,0.7600541817682867,3
0005,S2_2019-01-06,2019-01-06,S2_NDWI_mNDWI,1.0,0.00246429443359375,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-06.npy,"(527, 630)",0.5252730004785665,0.4180961751486736,0.7600541817682867,3
0005,S2_2019-01-14,2019-01-14,S1_ADAPTIVE,,0.9433691756272401,0.0027167856389867773,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-14.npy,"(527, 630)",0.5252730004785665,0.0,0.1329483215030337,1
0005,S2_2019-01-16,2019-01-16,S2_NDWI_mNDWI,1.0,0.00263214111328125,0.0025330562332459864,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-16.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-16.npy,"(527, 630)",0.5252730004785665,0.0,0.13283808385958923,1
0006,S2_2018-12-15,2018-12-15,S1_ADAPTIVE,,0.9408266195850632,0.00044590938398221183,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-15.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-15.npy,"(526, 631)",0.5230065138924876,0.0,0.13101917410351124,1
0006,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,0.9965362548828125,0.000461578369140625,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-17.npy,"(526, 631)",0.5230065138924876,0.41782010569257555,0.7579206160780462,3
0006,S2_2018-12-20,2018-12-20,S1_ADAPTIVE,,0.9408266195850632,0.0006507866685145794,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-20.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-20.npy,"(526, 631)",0.5230065138924876,0.0,0.13114210047423067,1
0006,S2_2018-12-22,2018-12-22,S2_NDWI_mNDWI,1.0,0.000408172607421875,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-22.npy,"(526, 631)",0.5230065138924876,0.41782010569257555,0.7579206160780462,3
0006,S2_2018-12-30,2018-12-30,S1_ADAPTIVE,,0.9408266195850632,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-30.npy,"(526, 631)",0.5230065138924876,0.41782010569257555,0.7579206160780462,3
0006,S2_2019-01-04,2019-01-04,S1_ADAPTIVE,,0.9408266195850632,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-04.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-04.npy,"(526, 631)",0.5230065138924876,0.41782010569257555,0.7579206160780462,3
0006,S2_2019-01-06,2019-01-06,S2_NDWI_mNDWI,1.0,0.001033782958984375,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-06.npy,"(526, 631)",0.5230065138924876,0.41782010569257555,0.7579206160780462,3
0006,S2_2019-01-14,2019-01-14,S1_ADAPTIVE,,0.9408266195850632,0.0010635541388224377,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-14.npy,"(526, 631)",0.5230065138924876,0.0,0.13138976095641539,1
0006,S2_2019-01-16,2019-01-16,S2_NDWI_mNDWI,1.0,0.000789642333984375,0.0007652769157532554,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-16.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-16.npy,"(526, 631)",0.5230065138924876,0.0,0.13121079462257387,1
0007,S2_2018-12-25,2018-12-25,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2018-12-25.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2018-12-25.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2018-12-30,2018-12-30,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2018-12-30.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-09.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-09.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-01-14,2019-01-14,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-14.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-01-19,2019-01-19,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-19.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-19.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-01-24,2019-01-24,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-24.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-24.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-01-29,2019-01-29,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-29.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-29.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-02-03,2019-02-03,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-02-03.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-02-03.npy,"(512, 512)",0.0,0.0,0.0,0
0007,S2_2019-02-08,2019-02-08,S1_ADAPTIVE,,0.8548287169258202,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-02-08.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-02-08.npy,"(512, 512)",0.0,0.0,0.0,0
0009,S2_2018-12-25,2018-12-25,S2_NDWI_mNDWI,1.0,0.0007781982421875,0.00035858154296875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2018-12-25.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2018-12-25.npy,"(512, 512)",0.0003293355305989583,2.9246012369791685e-05,0.00030186971028645836,0
0009,S2_2018-12-30,2018-12-30,S2_NDWI_mNDWI,1.0,0.0009918212890625,0.0006103515625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2018-12-30.npy,"(512, 512)",0.0003293355305989583,0.0002810160319010417,0.0004906972249348958,0
0009,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.0004730224609375,0.000537872314453125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-09.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-09.npy,"(512, 512)",0.0003293355305989583,0.00020853678385416668,0.00043633778889973955,0
0009,S2_2019-01-14,2019-01-14,S2_NDWI_mNDWI,1.0,0.00049591064453125,0.000457763671875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-14.npy,"(512, 512)",0.0003293355305989583,0.00012842814127604168,0.0003762563069661458,0
