region,scene_id,date,method,quality_score,water_fraction_raw,water_fraction_temporal,raw_mask_path,temporal_mask_path,temporal_mask_shape
0001,S2_2019-01-27,2019-01-27,S2_NDWI_mNDWI,1.0,0.061847686767578125,0.0562744140625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-01-27.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-01-27.npy,"(512, 512)"
0001,S2_2019-02-01,2019-02-01,S2_NDWI_mNDWI,1.0,0.0337982177734375,0.057170867919921875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-02-01.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-02-01.npy,"(512, 512)"
0001,S2_2019-02-06,2019-02-06,S2_NDWI_mNDWI,1.0,0.057155609130859375,0.03371429443359375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0001__S2_2019-02-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0001__S2_2019-02-06.npy,"(512, 512)"
0004,S2_2018-12-15,2018-12-15,S1_ADAPTIVE,,0.9272617538777235,0.00016295491580662683,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-15.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-15.npy,"(526, 630)"
0004,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,1.0,0.0001678466796875,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-17.npy,"(526, 630)"
0004,S2_2018-12-20,2018-12-20,S1_ADAPTIVE,,0.9272617538777235,0.0002474500573359889,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-20.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-20.npy,"(526, 630)"
0004,S2_2018-12-22,2018-12-22,S2_NDWI_mNDWI,1.0,0.000255584716796875,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-22.npy,"(526, 630)"
0004,S2_2018-12-30,2018-12-30,S1_ADAPTIVE,,0.9272617538777235,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2018-12-30.npy,"(526, 630)"
0004,S2_2019-01-04,2019-01-04,S1_ADAPTIVE,,0.9272617538777235,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-04.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-04.npy,"(526, 630)"
0004,S2_2019-01-06,2019-01-06,S2_NDWI_mNDWI,1.0,0.000217437744140625,0.9272617538777235,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-06.npy,"(526, 630)"
0004,S2_2019-01-14,2019-01-14,S1_ADAPTIVE,,0.9272617538777235,0.0003772104532560806,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-14.npy,"(526, 630)"
0004,S2_2019-01-16,2019-01-16,S2_NDWI_mNDWI,1.0,0.000354766845703125,0.00028969762810066995,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0004__S2_2019-01-16.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0004__S2_2019-01-16.npy,"(526, 630)"
0005,S2_2018-12-15,2018-12-15,S1_ADAPTIVE,,0.9433691756272401,0.002620402999909641,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-15.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-15.npy,"(527, 630)"
0005,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,1.0,0.002685546875,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-17.npy,"(527, 630)"
0005,S2_2018-12-20,2018-12-20,S1_ADAPTIVE,,0.9433691756272401,0.0027408812987560617,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-20.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-20.npy,"(527, 630)"
0005,S2_2018-12-22,2018-12-22,S2_NDWI_mNDWI,1.0,0.00243377685546875,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-22.npy,"(527, 630)"
0005,S2_2018-12-30,2018-12-30,S1_ADAPTIVE,,0.9433691756272401,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2018-12-30.npy,"(527, 630)"
0005,S2_2019-01-04,2019-01-04,S1_ADAPTIVE,,0.9433691756272401,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-04.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-04.npy,"(527, 630)"
0005,S2_2019-01-06,2019-01-06,S2_NDWI_mNDWI,1.0,0.00246429443359375,0.9433691756272401,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-06.npy,"(527, 630)"
0005,S2_2019-01-14,2019-01-14,S1_ADAPTIVE,,0.9433691756272401,0.0027167856389867773,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-14.npy,"(527, 630)"
0005,S2_2019-01-16,2019-01-16,S2_NDWI_mNDWI,1.0,0.00263214111328125,0.0025330562332459864,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0005__S2_2019-01-16.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0005__S2_2019-01-16.npy,"(527, 630)"
0006,S2_2018-12-15,2018-12-15,S1_ADAPTIVE,,0.9408266195850632,0.00044590938398221183,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-15.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-15.npy,"(526, 631)"
0006,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,0.9965362548828125,0.000461578369140625,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-17.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-17.npy,"(526, 631)"
0006,S2_2018-12-20,2018-12-20,S1_ADAPTIVE,,0.9408266195850632,0.0006507866685145794,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-20.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-20.npy,"(526, 631)"
0006,S2_2018-12-22,2018-12-22,S2_NDWI_mNDWI,1.0,0.000408172607421875,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-22.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-22.npy,"(526, 631)"
0006,S2_2018-12-30,2018-12-30,S1_ADAPTIVE,,0.9408266195850632,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2018-12-30.npy,"(526, 631)"
0006,S2_2019-01-04,2019-01-04,S1_ADAPTIVE,,0.9408266195850632,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-04.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-04.npy,"(526, 631)"
0006,S2_2019-01-06,2019-01-06,S2_NDWI_mNDWI,1.0,0.001033782958984375,0.9408266195850632,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-06.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-06.npy,"(526, 631)"
0006,S2_2019-01-14,2019-01-14,S1_ADAPTIVE,,0.9408266195850632,0.0010635541388224377,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-14.npy,"(526, 631)"
0006,S2_2019-01-16,2019-01-16,S2_NDWI_mNDWI,1.0,0.000789642333984375,0.0007652769157532554,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0006__S2_2019-01-16.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0006__S2_2019-01-16.npy,"(526, 631)"
0007,S2_2018-12-25,2018-12-25,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2018-12-25.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2018-12-25.npy,"(512, 512)"
0007,S2_2018-12-30,2018-12-30,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2018-12-30.npy,"(512, 512)"
0007,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-09.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-09.npy,"(512, 512)"
0007,S2_2019-01-14,2019-01-14,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-14.npy,"(512, 512)"
0007,S2_2019-01-19,2019-01-19,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-19.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-19.npy,"(512, 512)"
0007,S2_2019-01-24,2019-01-24,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-24.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-24.npy,"(512, 512)"
0007,S2_2019-01-29,2019-01-29,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-01-29.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-01-29.npy,"(512, 512)"
0007,S2_2019-02-03,2019-02-03,S2_NDWI_mNDWI,1.0,0.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-02-03.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-02-03.npy,"(512, 512)"
0007,S2_2019-02-08,2019-02-08,S1_ADAPTIVE,,0.8548287169258202,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0007__S2_2019-02-08.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0007__S2_2019-02-08.npy,"(512, 512)"
0009,S2_2018-12-25,2018-12-25,S2_NDWI_mNDWI,1.0,0.0007781982421875,0.00035858154296875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2018-12-25.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2018-12-25.npy,"(512, 512)"
0009,S2_2018-12-30,2018-12-30,S2_NDWI_mNDWI,1.0,0.0009918212890625,0.0006103515625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2018-12-30.npy,"(512, 512)"
0009,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.0004730224609375,0.000537872314453125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-09.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-09.npy,"(512, 512)"
0009,S2_2019-01-14,2019-01-14,S2_NDWI_mNDWI,1.0,0.00049591064453125,0.000457763671875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-14.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-14.npy,"(512, 512)"
0009,S2_2019-01-19,2019-01-19,S2_NDWI_mNDWI,1.0,0.000598907470703125,0.000392913818359375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-19.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-19.npy,"(512, 512)"
0009,S2_2019-01-24,2019-01-24,S2_NDWI_mNDWI,1.0,9.918212890625e-05,8.0108642578125e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-24.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-24.npy,"(512, 512)"
0009,S2_2019-01-29,2019-01-29,S2_NDWI_mNDWI,1.0,0.0,4.57763671875e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-01-29.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-01-29.npy,"(512, 512)"
0009,S2_2019-02-03,2019-02-03,S2_NDWI_mNDWI,1.0,0.000240325927734375,0.000240325927734375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-02-03.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-02-03.npy,"(512, 512)"
0009,S2_2019-02-08,2019-02-08,S1_ADAPTIVE,,0.9457892196784605,0.000240325927734375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0009__S2_2019-02-08.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0009__S2_2019-02-08.npy,"(512, 512)"
0010,S2_2018-12-25,2018-12-25,S2_NDWI_mNDWI,1.0,0.0002899169921875,0.000110626220703125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0010__S2_2018-12-25.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0010__S2_2018-12-25.npy,"(512, 512)"
0010,S2_2018-12-30,2018-12-30,S2_NDWI_mNDWI,1.0,0.001194000244140625,0.001125335693359375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0010__S2_2018-12-30.npy,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_temporal/0010__S2_2018-12-30.npy,"(512, 512)"
