region,scene_id,date,method,quality_score,water_fraction,raw_mask_path
0184,S2_2019-02-11,2019-02-11,S2_NDWI_mNDWI,1.0,4.9591064453125e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0184__S2_2019-02-11.npy
0184,S2_2019-02-01,2019-02-01,S2_NDWI_mNDWI,1.0,7.2479248046875e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0184__S2_2019-02-01.npy
0184,S2_2019-03-28,2019-03-28,S2_NDWI_mNDWI,1.0,0.000453948974609375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0184__S2_2019-03-28.npy
0184,S2_2019-02-21,2019-02-21,S2_NDWI_mNDWI,1.0,0.0002288818359375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0184__S2_2019-02-21.npy
0170,S2_2019-03-29,2019-03-29,S2_NDWI_mNDWI,1.0,0.14907455444335938,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0170__S2_2019-03-29.npy
0170,S2_2019-04-18,2019-04-18,S2_NDWI_mNDWI,1.0,0.22652435302734375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0170__S2_2019-04-18.npy
0170,S2_2019-02-27,2019-02-27,S2_NDWI_mNDWI,1.0,0.3172340393066406,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0170__S2_2019-02-27.npy
0170,S2_2019-02-02,2019-02-02,S2_NDWI_mNDWI,1.0,0.1649017333984375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0170__S2_2019-02-02.npy
0170,S2_2019-04-13,2019-04-13,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0170__S2_2019-04-13.npy
0148,S2_2019-02-10,2019-02-10,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-02-10.npy
0148,S2_2019-01-26,2019-01-26,S1_ADAPTIVE,,0.7187211526068464,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-01-26.npy
0148,S2_2019-04-01,2019-04-01,S1_ADAPTIVE,,0.7187211526068464,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-04-01.npy
0148,S2_2019-03-12,2019-03-12,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-03-12.npy
0148,S2_2019-01-31,2019-01-31,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-01-31.npy
0148,S2_2019-04-21,2019-04-21,S1_ADAPTIVE,,0.7187211526068464,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-04-21.npy
0148,S2_2019-02-25,2019-02-25,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-02-25.npy
0148,S2_2019-04-16,2019-04-16,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-04-16.npy
0148,S2_2019-04-06,2019-04-06,S1_ADAPTIVE,,0.7187211526068464,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0148__S2_2019-04-06.npy
59,S2_2019-02-01,2019-02-01,S2_NDWI_mNDWI,1.0,2.6702880859375e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/59__S2_2019-02-01.npy
59,S2_2018-12-28,2018-12-28,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/59__S2_2018-12-28.npy
59,S2_2019-01-02,2019-01-02,S1_ADAPTIVE,,0.8150086090098227,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/59__S2_2019-01-02.npy
0177,S2_2019-03-03,2019-03-03,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-03-03.npy
0177,S2_2019-04-27,2019-04-27,S2_NDWI_mNDWI,1.0,7.62939453125e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-04-27.npy
0177,S2_2019-02-11,2019-02-11,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-02-11.npy
0177,S2_2019-02-01,2019-02-01,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-02-01.npy
0177,S2_2019-03-28,2019-03-28,S2_NDWI_mNDWI,1.0,9.1552734375e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-03-28.npy
0177,S2_2019-04-24,2019-04-24,S1_ADAPTIVE,,0.7419069047953875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-04-24.npy
0177,S2_2019-02-21,2019-02-21,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0177__S2_2019-02-21.npy
66,S2_2019-03-17,2019-03-17,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-17.npy
66,S2_2019-03-07,2019-03-07,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-07.npy
66,S2_2019-03-02,2019-03-02,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-02.npy
66,S2_2019-03-12,2019-03-12,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-12.npy
66,S2_2019-03-09,2019-03-09,S2_NDWI_mNDWI,1.0,7.2479248046875e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-09.npy
66,S2_2019-03-19,2019-03-19,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-19.npy
66,S2_2019-03-04,2019-03-04,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-04.npy
66,S2_2019-02-25,2019-02-25,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-02-25.npy
66,S2_2019-03-22,2019-03-22,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/66__S2_2019-03-22.npy
0141,S2_2019-02-10,2019-02-10,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-02-10.npy
0141,S2_2019-01-26,2019-01-26,S1_ADAPTIVE,,0.7233437826541275,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-01-26.npy
0141,S2_2019-04-01,2019-04-01,S1_ADAPTIVE,,0.7233437826541275,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-04-01.npy
0141,S2_2019-03-12,2019-03-12,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-03-12.npy
0141,S2_2019-01-31,2019-01-31,S2_NDWI_mNDWI,1.0,0.000202178955078125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-01-31.npy
0141,S2_2019-04-21,2019-04-21,S1_ADAPTIVE,,0.7233437826541275,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-04-21.npy
0141,S2_2019-02-25,2019-02-25,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-02-25.npy
0141,S2_2019-04-16,2019-04-16,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-04-16.npy
0141,S2_2019-04-06,2019-04-06,S1_ADAPTIVE,,0.7233437826541275,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0141__S2_2019-04-06.npy
50,S2_2018-12-13,2018-12-13,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2018-12-13.npy
50,S2_2019-01-22,2019-01-22,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2019-01-22.npy
50,S2_2019-02-11,2019-02-11,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2019-02-11.npy
50,S2_2019-01-27,2019-01-27,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2019-01-27.npy
50,S2_2018-12-28,2018-12-28,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2018-12-28.npy
50,S2_2019-02-06,2019-02-06,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2019-02-06.npy
50,S2_2019-01-02,2019-01-02,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/50__S2_2019-01-02.npy
57,S2_2018-12-13,2018-12-13,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2018-12-13.npy
57,S2_2019-01-22,2019-01-22,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2019-01-22.npy
57,S2_2019-02-11,2019-02-11,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2019-02-11.npy
57,S2_2019-01-27,2019-01-27,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2019-01-27.npy
57,S2_2018-12-28,2018-12-28,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2018-12-28.npy
57,S2_2019-02-06,2019-02-06,S2_NDWI_mNDWI,1.0,0.001346588134765625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2019-02-06.npy
57,S2_2019-01-02,2019-01-02,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/57__S2_2019-01-02.npy
0146,S2_2019-02-10,2019-02-10,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-02-10.npy
0146,S2_2019-01-26,2019-01-26,S1_ADAPTIVE,,0.7338823939975572,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-01-26.npy
0146,S2_2019-04-01,2019-04-01,S1_ADAPTIVE,,0.7338823939975572,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-04-01.npy
0146,S2_2019-03-12,2019-03-12,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-03-12.npy
0146,S2_2019-01-31,2019-01-31,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-01-31.npy
0146,S2_2019-04-21,2019-04-21,S1_ADAPTIVE,,0.7338823939975572,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-04-21.npy
0146,S2_2019-02-25,2019-02-25,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-02-25.npy
0146,S2_2019-04-16,2019-04-16,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-04-16.npy
0146,S2_2019-04-06,2019-04-06,S1_ADAPTIVE,,0.7338823939975572,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0146__S2_2019-04-06.npy
0320,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.011981964111328125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0320__S2_2019-01-09.npy
0320,S2_2019-03-15,2019-03-15,S2_NDWI_mNDWI,1.0,0.01256561279296875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0320__S2_2019-03-15.npy
0320,S2_2019-02-13,2019-02-13,S2_NDWI_mNDWI,1.0,0.01966094970703125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0320__S2_2019-02-13.npy
0320,S2_2019-02-28,2019-02-28,S2_NDWI_mNDWI,1.0,0.01055908203125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0320__S2_2019-02-28.npy
0327,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0327__S2_2019-01-09.npy
0327,S2_2019-03-15,2019-03-15,S2_NDWI_mNDWI,1.0,6.4849853515625e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0327__S2_2019-03-15.npy
0327,S2_2019-02-13,2019-02-13,S2_NDWI_mNDWI,1.0,0.000133514404296875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0327__S2_2019-02-13.npy
0327,S2_2019-02-28,2019-02-28,S2_NDWI_mNDWI,1.0,7.62939453125e-06,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0327__S2_2019-02-28.npy
0115,S2_2019-02-10,2019-02-10,S2_NDWI_mNDWI,0.9854049682617188,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0115__S2_2019-02-10.npy
0115,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,0.9370193481445312,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0115__S2_2018-12-17.npy
0115,S2_2019-01-31,2019-01-31,S2_NDWI_mNDWI,0.9986190795898438,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0115__S2_2019-01-31.npy
0115,S2_2018-12-27,2018-12-27,S2_NDWI_mNDWI,0.9990463256835938,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0115__S2_2018-12-27.npy
0115,S2_2018-12-15,2018-12-15,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0115__S2_2018-12-15.npy
0115,S2_2019-01-24,2019-01-24,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0115__S2_2019-01-24.npy
0318,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0318__S2_2019-01-09.npy
0318,S2_2019-03-15,2019-03-15,S2_NDWI_mNDWI,1.0,0.002788543701171875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0318__S2_2019-03-15.npy
0318,S2_2019-02-13,2019-02-13,S2_NDWI_mNDWI,1.0,0.008769989013671875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0318__S2_2019-02-13.npy
0318,S2_2019-02-28,2019-02-28,S2_NDWI_mNDWI,1.0,0.000110626220703125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0318__S2_2019-02-28.npy
0311,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.000385284423828125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0311__S2_2019-01-09.npy
0311,S2_2019-03-15,2019-03-15,S2_NDWI_mNDWI,1.0,0.0048370361328125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0311__S2_2019-03-15.npy
0311,S2_2019-02-13,2019-02-13,S2_NDWI_mNDWI,1.0,0.00389862060546875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0311__S2_2019-02-13.npy
0311,S2_2019-02-28,2019-02-28,S2_NDWI_mNDWI,0.999969482421875,0.003025054931640625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0311__S2_2019-02-28.npy
0123,S2_2019-02-10,2019-02-10,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0123__S2_2019-02-10.npy
0123,S2_2018-12-17,2018-12-17,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0123__S2_2018-12-17.npy
0123,S2_2019-01-31,2019-01-31,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0123__S2_2019-01-31.npy
0123,S2_2018-12-27,2018-12-27,S2_NDWI_mNDWI,1.0,1.52587890625e-05,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0123__S2_2018-12-27.npy
0123,S2_2018-12-15,2018-12-15,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0123__S2_2018-12-15.npy
0123,S2_2019-01-24,2019-01-24,S2_NDWI_mNDWI,1.0,0.0,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/0123__S2_2019-01-24.npy
32,S2_2019-01-09,2019-01-09,S2_NDWI_mNDWI,1.0,0.8748283386230469,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/32__S2_2019-01-09.npy
32,S2_2019-03-15,2019-03-15,S2_NDWI_mNDWI,1.0,0.9891929626464844,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/32__S2_2019-03-15.npy
32,S2_2019-02-13,2019-02-13,S2_NDWI_mNDWI,1.0,0.9910469055175781,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/32__S2_2019-02-13.npy
32,S2_2019-02-28,2019-02-28,S2_NDWI_mNDWI,1.0,0.9749946594238281,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/32__S2_2019-02-28.npy
35,S2_2019-03-17,2019-03-17,S2_NDWI_mNDWI,0.7421875,0.01018524169921875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/35__S2_2019-03-17.npy
35,S2_2019-03-07,2019-03-07,S2_NDWI_mNDWI,1.0,0.03719329833984375,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/35__S2_2019-03-07.npy
35,S2_2019-03-02,2019-03-02,S2_NDWI_mNDWI,1.0,0.04857635498046875,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/35__S2_2019-03-02.npy
35,S2_2019-03-12,2019-03-12,S2_NDWI_mNDWI,1.0,0.0377197265625,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/35__S2_2019-03-12.npy
35,S2_2019-03-09,2019-03-09,S2_NDWI_mNDWI,1.0,0.03809356689453125,/Users/kanishkchhabra/Desktop/TAMU/Sem-4/CSCE753-CVRP/Project/code/proxy_outputs/masks_raw/35__S2_2019-03-09.npy
