region,scene_id,date,severity_bin,severity_score,water_fraction_temporal,temporal_mask_path,s2_b02,s2_b03,s2_b04,s2_b08,s2_b11,s1_vv,s1_vh,s1_vv_gap_days,s1_vh_gap_days
0001,S2_2018-12-23,2018-12-23,0,0.03425174289279514,0.037689208984375,proxy_outputs/masks_temporal/0001__S2_2018-12-23.npy,SEN12FLOOD/0001/S2_2018-12-23_B02.tif,SEN12FLOOD/0001/S2_2018-12-23_B03.tif,SEN12FLOOD/0001/S2_2018-12-23_B04.tif,SEN12FLOOD/0001/S2_2018-12-23_B08.tif,SEN12FLOOD/0001/S2_2018-12-23_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20181223T190812_20181223T190837_025157_02C760_4C51_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20181223T190812_20181223T190837_025157_02C760_4C51_corrected_VH.tif,0,0
0001,S2_2019-01-02,2019-01-02,0,0.04246942732069227,0.050418853759765625,proxy_outputs/masks_temporal/0001__S2_2019-01-02.npy,SEN12FLOOD/0001/S2_2019-01-02_B02.tif,SEN12FLOOD/0001/S2_2019-01-02_B03.tif,SEN12FLOOD/0001/S2_2019-01-02_B04.tif,SEN12FLOOD/0001/S2_2019-01-02_B08.tif,SEN12FLOOD/0001/S2_2019-01-02_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190104T190812_20190104T190837_025332_02CDAF_BC23_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190104T190812_20190104T190837_025332_02CDAF_BC23_corrected_VH.tif,2,2
0001,S2_2019-01-12,2019-01-12,0,0.03252597384982639,0.03481292724609375,proxy_outputs/masks_temporal/0001__S2_2019-01-12.npy,SEN12FLOOD/0001/S2_2019-01-12_B02.tif,SEN12FLOOD/0001/S2_2019-01-12_B03.tif,SEN12FLOOD/0001/S2_2019-01-12_B04.tif,SEN12FLOOD/0001/S2_2019-01-12_B08.tif,SEN12FLOOD/0001/S2_2019-01-12_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190116T190812_20190116T190837_025507_02D401_4E34_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190116T190812_20190116T190837_025507_02D401_4E34_corrected_VH.tif,4,4
0001,S2_2019-01-17,2019-01-17,0,0.045928404066297744,0.05503082275390625,proxy_outputs/masks_temporal/0001__S2_2019-01-17.npy,SEN12FLOOD/0001/S2_2019-01-17_B02.tif,SEN12FLOOD/0001/S2_2019-01-17_B03.tif,SEN12FLOOD/0001/S2_2019-01-17_B04.tif,SEN12FLOOD/0001/S2_2019-01-17_B08.tif,SEN12FLOOD/0001/S2_2019-01-17_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190116T190812_20190116T190837_025507_02D401_4E34_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190116T190812_20190116T190837_025507_02D401_4E34_corrected_VH.tif,1,1
0001,S2_2019-01-22,2019-01-22,0,0.04682962629530165,0.056232452392578125,proxy_outputs/masks_temporal/0001__S2_2019-01-22.npy,SEN12FLOOD/0001/S2_2019-01-22_B02.tif,SEN12FLOOD/0001/S2_2019-01-22_B03.tif,SEN12FLOOD/0001/S2_2019-01-22_B04.tif,SEN12FLOOD/0001/S2_2019-01-22_B08.tif,SEN12FLOOD/0001/S2_2019-01-22_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190116T190812_20190116T190837_025507_02D401_4E34_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190116T190812_20190116T190837_025507_02D401_4E34_corrected_VH.tif,6,6
0001,S2_2019-01-27,2019-01-27,0,0.04686109754774305,0.0562744140625,proxy_outputs/masks_temporal/0001__S2_2019-01-27.npy,SEN12FLOOD/0001/S2_2019-01-27_B02.tif,SEN12FLOOD/0001/S2_2019-01-27_B03.tif,SEN12FLOOD/0001/S2_2019-01-27_B04.tif,SEN12FLOOD/0001/S2_2019-01-27_B08.tif,SEN12FLOOD/0001/S2_2019-01-27_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190128T190811_20190128T190836_025682_02DA65_199F_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190128T190811_20190128T190836_025682_02DA65_199F_corrected_VH.tif,1,1
0001,S2_2019-02-01,2019-02-01,0,0.047533437940809456,0.057170867919921875,proxy_outputs/masks_temporal/0001__S2_2019-02-01.npy,SEN12FLOOD/0001/S2_2019-02-01_B02.tif,SEN12FLOOD/0001/S2_2019-02-01_B03.tif,SEN12FLOOD/0001/S2_2019-02-01_B04.tif,SEN12FLOOD/0001/S2_2019-02-01_B08.tif,SEN12FLOOD/0001/S2_2019-02-01_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190128T190811_20190128T190836_025682_02DA65_199F_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190128T190811_20190128T190836_025682_02DA65_199F_corrected_VH.tif,4,4
0001,S2_2019-02-06,2019-02-06,0,0.03186679416232639,0.03371429443359375,proxy_outputs/masks_temporal/0001__S2_2019-02-06.npy,SEN12FLOOD/0001/S2_2019-02-06_B02.tif,SEN12FLOOD/0001/S2_2019-02-06_B03.tif,SEN12FLOOD/0001/S2_2019-02-06_B04.tif,SEN12FLOOD/0001/S2_2019-02-06_B08.tif,SEN12FLOOD/0001/S2_2019-02-06_B11.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190128T190811_20190128T190836_025682_02DA65_199F_corrected_VV.tif,SEN12FLOOD/0001/S1A_IW_GRDH_1SDV_20190128T190811_20190128T190836_025682_02DA65_199F_corrected_VH.tif,9,9
0004,S2_2018-12-15,2018-12-15,1,0.12891405301734835,0.00016295491580662683,proxy_outputs/masks_temporal/0004__S2_2018-12-15.npy,SEN12FLOOD/0004/S2_2018-12-15_B02.tif,SEN12FLOOD/0004/S2_2018-12-15_B03.tif,SEN12FLOOD/0004/S2_2018-12-15_B04.tif,SEN12FLOOD/0004/S2_2018-12-15_B08.tif,SEN12FLOOD/0004/S2_2018-12-15_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif,1,1
0004,S2_2018-12-17,2018-12-17,3,0.7469728274354384,0.9272617538777235,proxy_outputs/masks_temporal/0004__S2_2018-12-17.npy,SEN12FLOOD/0004/S2_2018-12-17_B02.tif,SEN12FLOOD/0004/S2_2018-12-17_B03.tif,SEN12FLOOD/0004/S2_2018-12-17_B04.tif,SEN12FLOOD/0004/S2_2018-12-17_B08.tif,SEN12FLOOD/0004/S2_2018-12-17_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif,1,1
0004,S2_2018-12-20,2018-12-20,1,0.12896475010226596,0.0002474500573359889,proxy_outputs/masks_temporal/0004__S2_2018-12-20.npy,SEN12FLOOD/0004/S2_2018-12-20_B02.tif,SEN12FLOOD/0004/S2_2018-12-20_B03.tif,SEN12FLOOD/0004/S2_2018-12-20_B04.tif,SEN12FLOOD/0004/S2_2018-12-20_B08.tif,SEN12FLOOD/0004/S2_2018-12-20_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif,1,1
0004,S2_2018-12-22,2018-12-22,3,0.7469728274354384,0.9272617538777235,proxy_outputs/masks_temporal/0004__S2_2018-12-22.npy,SEN12FLOOD/0004/S2_2018-12-22_B02.tif,SEN12FLOOD/0004/S2_2018-12-22_B03.tif,SEN12FLOOD/0004/S2_2018-12-22_B04.tif,SEN12FLOOD/0004/S2_2018-12-22_B08.tif,SEN12FLOOD/0004/S2_2018-12-22_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif,1,1
0004,S2_2018-12-30,2018-12-30,3,0.7469728274354384,0.9272617538777235,proxy_outputs/masks_temporal/0004__S2_2018-12-30.npy,SEN12FLOOD/0004/S2_2018-12-30_B02.tif,SEN12FLOOD/0004/S2_2018-12-30_B03.tif,SEN12FLOOD/0004/S2_2018-12-30_B04.tif,SEN12FLOOD/0004/S2_2018-12-30_B08.tif,SEN12FLOOD/0004/S2_2018-12-30_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VH.tif,2,2
0004,S2_2019-01-04,2019-01-04,3,0.7469728274354384,0.9272617538777235,proxy_outputs/masks_temporal/0004__S2_2019-01-04.npy,SEN12FLOOD/0004/S2_2019-01-04_B02.tif,SEN12FLOOD/0004/S2_2019-01-04_B03.tif,SEN12FLOOD/0004/S2_2019-01-04_B04.tif,SEN12FLOOD/0004/S2_2019-01-04_B08.tif,SEN12FLOOD/0004/S2_2019-01-04_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VH.tif,2,2
0004,S2_2019-01-06,2019-01-06,3,0.7469728274354384,0.9272617538777235,proxy_outputs/masks_temporal/0004__S2_2019-01-06.npy,SEN12FLOOD/0004/S2_2019-01-06_B02.tif,SEN12FLOOD/0004/S2_2019-01-06_B03.tif,SEN12FLOOD/0004/S2_2019-01-06_B04.tif,SEN12FLOOD/0004/S2_2019-01-06_B08.tif,SEN12FLOOD/0004/S2_2019-01-06_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif,3,3
0004,S2_2019-01-14,2019-01-14,1,0.129042606339818,0.0003772104532560806,proxy_outputs/masks_temporal/0004__S2_2019-01-14.npy,SEN12FLOOD/0004/S2_2019-01-14_B02.tif,SEN12FLOOD/0004/S2_2019-01-14_B03.tif,SEN12FLOOD/0004/S2_2019-01-14_B04.tif,SEN12FLOOD/0004/S2_2019-01-14_B08.tif,SEN12FLOOD/0004/S2_2019-01-14_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif,5,5
0004,S2_2019-01-16,2019-01-16,1,0.12899009864472477,0.00028969762810066995,proxy_outputs/masks_temporal/0004__S2_2019-01-16.npy,SEN12FLOOD/0004/S2_2019-01-16_B02.tif,SEN12FLOOD/0004/S2_2019-01-16_B03.tif,SEN12FLOOD/0004/S2_2019-01-16_B04.tif,SEN12FLOOD/0004/S2_2019-01-16_B08.tif,SEN12FLOOD/0004/S2_2019-01-16_B11.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif,SEN12FLOOD/0004/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif,7,7
0005,S2_2018-12-15,2018-12-15,1,0.1328904919195874,0.002620402999909641,proxy_outputs/masks_temporal/0005__S2_2018-12-15.npy,SEN12FLOOD/0005/S2_2018-12-15_B02.tif,SEN12FLOOD/0005/S2_2018-12-15_B03.tif,SEN12FLOOD/0005/S2_2018-12-15_B04.tif,SEN12FLOOD/0005/S2_2018-12-15_B08.tif,SEN12FLOOD/0005/S2_2018-12-15_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif,1,1
0005,S2_2018-12-17,2018-12-17,3,0.7600541817682867,0.9433691756272401,proxy_outputs/masks_temporal/0005__S2_2018-12-17.npy,SEN12FLOOD/0005/S2_2018-12-17_B02.tif,SEN12FLOOD/0005/S2_2018-12-17_B03.tif,SEN12FLOOD/0005/S2_2018-12-17_B04.tif,SEN12FLOOD/0005/S2_2018-12-17_B08.tif,SEN12FLOOD/0005/S2_2018-12-17_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VH.tif,1,1
0005,S2_2018-12-20,2018-12-20,1,0.13296277889889527,0.0027408812987560617,proxy_outputs/masks_temporal/0005__S2_2018-12-20.npy,SEN12FLOOD/0005/S2_2018-12-20_B02.tif,SEN12FLOOD/0005/S2_2018-12-20_B03.tif,SEN12FLOOD/0005/S2_2018-12-20_B04.tif,SEN12FLOOD/0005/S2_2018-12-20_B08.tif,SEN12FLOOD/0005/S2_2018-12-20_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif,1,1
0005,S2_2018-12-22,2018-12-22,3,0.7600541817682867,0.9433691756272401,proxy_outputs/masks_temporal/0005__S2_2018-12-22.npy,SEN12FLOOD/0005/S2_2018-12-22_B02.tif,SEN12FLOOD/0005/S2_2018-12-22_B03.tif,SEN12FLOOD/0005/S2_2018-12-22_B04.tif,SEN12FLOOD/0005/S2_2018-12-22_B08.tif,SEN12FLOOD/0005/S2_2018-12-22_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181221T173412_20181221T173437_025126_02C648_B354_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif,1,1
0005,S2_2018-12-30,2018-12-30,3,0.7600541817682867,0.9433691756272401,proxy_outputs/masks_temporal/0005__S2_2018-12-30.npy,SEN12FLOOD/0005/S2_2018-12-30_B02.tif,SEN12FLOOD/0005/S2_2018-12-30_B03.tif,SEN12FLOOD/0005/S2_2018-12-30_B04.tif,SEN12FLOOD/0005/S2_2018-12-30_B08.tif,SEN12FLOOD/0005/S2_2018-12-30_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20181228T172604_20181228T172629_025228_02CA07_C927_corrected_VH.tif,2,2
0005,S2_2019-01-04,2019-01-04,3,0.7600541817682867,0.9433691756272401,proxy_outputs/masks_temporal/0005__S2_2019-01-04.npy,SEN12FLOOD/0005/S2_2019-01-04_B02.tif,SEN12FLOOD/0005/S2_2019-01-04_B03.tif,SEN12FLOOD/0005/S2_2019-01-04_B04.tif,SEN12FLOOD/0005/S2_2019-01-04_B08.tif,SEN12FLOOD/0005/S2_2019-01-04_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190102T173411_20190102T173436_025301_02CC97_56BD_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190102T173346_20190102T173411_025301_02CC97_68EA_corrected_VH.tif,2,2
0005,S2_2019-01-06,2019-01-06,3,0.7600541817682867,0.9433691756272401,proxy_outputs/masks_temporal/0005__S2_2019-01-06.npy,SEN12FLOOD/0005/S2_2019-01-06_B02.tif,SEN12FLOOD/0005/S2_2019-01-06_B03.tif,SEN12FLOOD/0005/S2_2019-01-06_B04.tif,SEN12FLOOD/0005/S2_2019-01-06_B08.tif,SEN12FLOOD/0005/S2_2019-01-06_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif,3,3
0005,S2_2019-01-14,2019-01-14,1,0.1329483215030337,0.0027167856389867773,proxy_outputs/masks_temporal/0005__S2_2019-01-14.npy,SEN12FLOOD/0005/S2_2019-01-14_B02.tif,SEN12FLOOD/0005/S2_2019-01-14_B03.tif,SEN12FLOOD/0005/S2_2019-01-14_B04.tif,SEN12FLOOD/0005/S2_2019-01-14_B08.tif,SEN12FLOOD/0005/S2_2019-01-14_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif,5,5
0005,S2_2019-01-16,2019-01-16,1,0.13283808385958923,0.0025330562332459864,proxy_outputs/masks_temporal/0005__S2_2019-01-16.npy,SEN12FLOOD/0005/S2_2019-01-16_B02.tif,SEN12FLOOD/0005/S2_2019-01-16_B03.tif,SEN12FLOOD/0005/S2_2019-01-16_B04.tif,SEN12FLOOD/0005/S2_2019-01-16_B08.tif,SEN12FLOOD/0005/S2_2019-01-16_B11.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VV.tif,SEN12FLOOD/0005/S1A_IW_GRDH_1SDV_20190109T172603_20190109T172628_025403_02D052_A41A_corrected_VH.tif,7,7
0006,S2_2018-12-15,2018-12-15,1,0.13101917410351124,0.00044590938398221183,proxy_outputs/masks_temporal/0006__S2_2018-12-15.npy,SEN12FLOOD/0006/S2_2018-12-15_B02.tif,SEN12FLOOD/0006/S2_2018-12-15_B03.tif,SEN12FLOOD/0006/S2_2018-12-15_B04.tif,SEN12FLOOD/0006/S2_2018-12-15_B08.tif,SEN12FLOOD/0006/S2_2018-12-15_B11.tif,SEN12FLOOD/0006/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif,SEN12FLOOD/0006/S1A_IW_GRDH_1SDV_20181216T172539_20181216T172604_025053_02C3AD_F023_corrected_VH.tif,1,1
0006,S2_2018-12-17,2018-12-17,3,0.7579206160780462,0.9408266195850632,proxy_outputs/masks_temporal/0006__S2_2018-12-17.npy,SEN12FLOOD/0006/S2_2018-12-17_B02.tif,SEN12FLOOD/0006/S2_2018-12-17_B03.tif,SEN12FLOOD/0006/S2_2018-12-17_B04.tif,SEN12FLOOD/0006/S2_2018-12-17_B08.tif,SEN12FLOOD/0006/S2_2018-12-17_B11.tif,SEN12FLOOD/0006/S1A_IW_GRDH_1SDV_20181216T172604_20181216T172629_025053_02C3AD_6EEA_corrected_VV.tif,SEN12FLOOD/0006/S1A_IW_GRDH_1SDV_20181216T172539_20181216T172604_025053_02C3AD_F023_corrected_VH.tif,1,1
0006,S2_2018-12-20,2018-12-20,1,0.13114210047423067,0.0006507866685145794,proxy_outputs/masks_temporal/0006__S2_2018-12-20.npy,SEN12FLOOD/0006/S2_2018-12-20_B02.tif,SEN12FLOOD/0006/S2_2018-12-20_B03.tif,SEN12FLOOD/0006/S2_2018-12-20_B04.tif,SEN12FLOOD/0006/S2_2018-12-20_B08.tif,SEN12FLOOD/0006/S2_2018-12-20_B11.tif,SEN12FLOOD/0006/S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VV.tif,SEN12FLOOD/0006/S1A_IW_GRDH_1SDV_20181221T173347_20181221T173412_025126_02C648_A3BD_corrected_VH.tif,1,1
